Machine_ID,Temperature_C,Vibration_mm_s,Pressure_bar,RPM,Current_A,Voltage_V,Operating_Hours,Load_Percentage,Maintenance_Count,Last_Maintenance_Days,Failure_History,Machine_Status
M01897,66.89,3.9,71.83,3292,7.9,381.13,10593,41.2,3,61,No,Normal
M01898,89.18,5,77.9,2644,12.54,393.82,7183,75.67,4,183,No,Fault
M01899,76.73,1.42,106.87,2174,13.66,403.44,5827,79.65,3,94,No,Normal
M01900,66.45,6.37,82.79,3806,10.87,457.7,3979,86.95,4,99,No,Fault
M01901,78.36,5.64,88.38,1919,4.71,423.37,4664,36.25,4,108,Yes,Normal
M01902,65.99,2.26,88.83,2413,2.97,375.32,2328,74.15,6,135,No,Normal
M01903,84.08,0.5,107.23,2248,8.64,445.58,11072,55.77,2,137,No,Normal
M01904,74.44,2.74,76.94,3285,10.59,418.07,8159,81.11,4,64,Yes,Normal
M01905,68.71,4.06,81.88,3656,9.65,439.93,6557,71.78,4,98,No,Fault
M01906,75.37,9.14,83.51,2687,6.84,459.34,6699,56.5,2,142,No,Normal
M01907,51.15,5.48,100.91,2949,5.08,387.63,6836,98.22,2,114,No,Normal
M01908,56.48,1.25,103.82,3079,10.64,459.33,9039,61.1,2,131,No,Fault
M01909,55.67,3.26,91.64,3973,12.77,412.92,3848,56.81,8,101,No,Normal
M01910,71.72,4.4,102.26,1647,6.96,403.41,4349,60.29,4,95,No,Normal
M01911,90.79,4.96,87.49,3284,10.4,419.33,4783,34.36,2,85,No,Normal
M01912,96.78,2.13,82.58,3045,14.49,381.61,5050,39.23,2,134,No,Fault
M01913,77.66,4.26,101.5,2559,8.06,414.44,8123,89.57,5,48,No,Normal
M01914,76.01,3.21,91.83,3012,8.11,408.2,3624,68.81,4,42,No,Normal
M01915,48.39,2.51,74.7,3282,9.79,388.73,4400,77.06,7,35,Yes,Normal
M01916,63.49,4.97,98.96,3179,7.85,396.9,4314,72.24,4,119,No,Normal
M01917,60.55,5.89,82.08,4203,11.58,446.87,5175,73.27,1,66,No,Fault
M01918,62.55,6.01,80.37,2883,7.57,410.03,2292,67.28,4,114,No,Normal
M01919,67.98,5.53,97.5,2817,8.43,387.54,3763,56.69,3,90,No,Normal
M01920,64.33,3.6,83.76,2682,5.18,427.55,2028,78.93,2,238,No,Normal
M01921,46.25,5.79,90.45,3159,7.96,436.47,3775,71.36,4,15,No,Normal
M01922,78.97,5.06,94.27,2779,6.18,414.94,5084,48.06,0,73,Yes,Normal
M01923,57.13,4.74,74.04,2809,9.3,380.44,2625,79.17,3,50,No,Normal
M01924,72.87,3.4,90.39,2812,4.67,343.7,2764,96.16,4,50,No,Normal
M01925,94.89,3.61,103.89,2713,10.75,389.78,2740,74.44,2,83,No,Normal
M01926,58.97,4.63,71.61,2404,6.5,444.52,5877,56.99,5,309,Yes,Normal
M01927,39.64,8.89,91.3,3072,12.6,441.96,4444,72.4,4,165,Yes,Fault
M01928,66.57,5.04,73.39,2615,11.65,392.71,1428,81.82,6,111,Yes,Normal
M01929,83.21,3.4,99.3,3199,9.73,408.39,10038,48.64,3,50,No,Normal
M01930,93.5,3,99.17,2872,4.96,434.54,5875,59.06,2,62,No,Normal
M01931,55.25,3.61,80.04,2549,7.06,411.12,10634,68.54,1,111,No,Fault
M01932,75.96,8.42,115.93,3817,6.44,441.22,7093,62.25,2,123,No,Fault
M01933,64.42,3.78,100.49,2733,6.73,412.28,7011,71.26,2,92,No,Normal
M01934,68.73,6.13,94.9,3205,12.13,428.48,3496,93.35,3,76,No,Fault
M01935,101.73,3.82,94.11,2345,8.15,405.96,8433,41.33,2,70,No,Normal
M01936,51.96,4.97,98.77,1483,6.99,393.05,7940,43.3,5,21,Yes,Normal
M01937,73.04,5.93,71.06,2431,6.78,447.64,1380,60.58,3,63,Yes,Normal
M01938,75.61,3.47,87.72,1411,7.28,372.94,1908,72.35,3,102,No,Normal
M01939,83.03,3.35,90.36,2646,9.73,398.21,8926,45.18,1,93,No,Fault
M01940,71.18,7.49,79.4,3755,4.76,412.36,2487,100,2,107,No,Fault
M01941,73.7,6.27,91.51,2212,8.73,439.04,3983,84.07,4,62,No,Normal
M01942,65.3,5.92,102.24,1431,9.47,390.39,5876,44.47,3,140,No,Normal
M01943,73.23,5.92,79.1,3775,4.51,418.55,1956,69.02,3,104,No,Normal
M01944,65.88,5.33,84.24,2491,5.24,376.18,3886,75.32,5,105,No,Normal
M01945,77.46,8.13,73.51,2790,8.39,427.33,11770,52.55,3,77,No,Fault
M01946,65.56,4.58,59.98,3312,11.81,466.06,2277,37.63,2,123,Yes,Normal
M01947,74.53,5.54,95.91,3140,11.27,360.13,10834,53.53,6,121,No,Fault
M01948,69.65,1.89,84.64,3288,7.1,394.63,6177,85.62,3,221,No,Normal
M01949,83.51,3.02,85.67,3385,11.74,438.43,3340,45.35,2,121,No,Normal
M01950,69.38,2.34,71.19,1665,7.76,480,9428,91.77,1,228,No,Normal
M01951,48.72,6.79,82.4,1881,7.75,431.47,7180,50.72,4,40,No,Normal
M01952,85.14,0.5,100.35,3561,8.72,394.58,3371,21.38,2,139,No,Normal
M01953,59.13,3.78,85.01,2292,10.43,410.84,5315,89.41,1,113,No,Normal
M01954,62.15,0.5,85.41,2363,7.1,380.65,4626,59.34,2,12,No,Normal
M01955,62.85,3,87.91,1979,7.58,437.54,11803,63.8,1,171,No,Normal
M01956,86.49,3.62,67.69,2537,5.63,444.29,7390,73.17,1,241,No,Normal
M01957,44.37,6.99,93.75,2573,9.31,454.38,1711,44.05,2,44,No,Normal
M01958,107.65,5.21,67.43,2191,10.65,405.76,4313,48.22,2,103,Yes,Normal
M01959,82.67,3,71.85,2115,10.79,392.39,5924,60.85,2,243,No,Normal
M01960,72.68,6.42,70.31,3007,5.36,456.86,3471,86.27,2,109,No,Normal
M01961,69.34,4.53,82.55,2275,7.62,453.66,4720,73.12,3,123,Yes,Normal
M01962,73.43,4.57,80.07,2406,11.36,387.34,5044,72.8,2,91,No,Normal
M01963,76.25,2.34,84.98,1379,9.03,404.48,5401,85.69,1,24,Yes,Normal
M01964,77.74,2.72,72.33,4060,8.58,437.11,7902,82.51,6,64,No,Fault
M01965,76.67,3.01,99.08,3412,8.52,407.94,4520,52.9,3,67,No,Normal
M01966,71.07,4.58,96.68,2478,9.75,415.89,5478,54.05,5,187,No,Normal
M01967,67.63,4.64,82.57,2216,9.16,373.87,7924,77.4,5,111,No,Fault
M01968,68.18,7.28,78.3,2807,7.18,383.57,5437,65.37,1,85,No,Fault
M01969,67.66,5.19,76.89,2789,10.53,412.44,6438,65.95,3,141,No,Normal
M01970,83.61,0.5,80.66,1971,5.73,395.43,9876,31.46,2,67,No,Normal
M01971,77.12,4.97,65.4,1142,11.54,382.86,7091,67.73,4,295,No,Normal
M01972,35,1.89,71.57,2458,6.44,406.2,2817,82.06,4,36,Yes,Normal
M01973,77.87,2.76,97.04,1784,9.76,390.43,3159,61.42,4,76,No,Normal
M01974,72.34,3.04,89.23,2911,8.12,415.79,2897,64.1,2,131,No,Normal
M01975,69.78,3.31,107.88,2916,7.4,442.79,2052,95.61,0,102,Yes,Fault
M01976,65.34,2.02,80.81,2167,11.62,406.56,7091,56.2,4,92,No,Normal
M01977,83.49,4.87,79.94,2453,10.21,403.07,8605,100,5,67,No,Fault
M01978,81.37,1.96,79.29,3946,8.36,445.06,8305,39.19,2,112,Yes,Normal
M01979,60.73,5.14,80.53,3304,12.51,435.54,4164,76.32,5,13,No,Fault
M01980,74.88,8.53,75.76,2506,10.75,437.34,2620,37.42,4,96,No,Normal
M01981,58.34,2.11,88.79,4290,6.65,344.42,3606,78.83,2,98,No,Normal
M01982,53.44,3.99,85.41,2022,3.3,402.45,770,51.03,3,122,No,Normal
M01983,62.48,0.5,77.86,2272,8.75,398.99,2993,46.43,3,121,Yes,Normal
M01984,80.35,3.96,102.52,2728,11.68,391.88,2296,56.96,1,117,No,Normal
M01985,81.44,5.66,111.55,1805,9.9,444.5,1967,56.09,6,111,Yes,Normal
M01986,76.16,5.8,101.33,3964,12.12,399.78,8028,66.58,0,62,No,Fault
M01987,78.7,4.64,92.81,2919,7.12,376.07,1829,81.48,3,181,Yes,Normal
M01988,76.19,6.1,95.66,2287,8.23,421.89,3494,89.94,4,67,Yes,Fault
M01989,62.3,9.08,110.99,3091,8.29,414.79,5129,100,5,54,Yes,Fault
M01990,75.18,7.58,95.64,2895,9.05,389.17,4592,64.7,2,156,No,Fault
M01991,79.6,3.56,76.81,2602,10.27,443.5,2237,63.6,5,254,No,Normal
M01992,79.05,1.89,90.49,2014,12.25,429.86,4298,70.78,0,44,No,Normal
M01993,84.27,3.77,93.77,1866,12.74,429.77,4207,59.36,7,150,Yes,Normal
M01994,78.5,2.8,71.07,4221,12.33,428.55,3483,27.2,2,148,Yes,Normal
M01995,74.22,5.31,81.01,1921,10.04,445.51,6835,72.74,4,61,No,Fault
M01996,82.84,2.37,100.41,3904,7.71,410.65,5097,46.41,2,152,No,Normal
M01997,69.68,4.37,59.47,2251,9.02,380.24,8556,67.85,1,74,No,Normal
M01998,59.42,6.01,67.49,3314,10.01,409.2,733,59.39,1,58,Yes,Normal
M01999,68.04,4.32,82.53,3103,8.81,368.64,6296,47.39,3,69,No,Normal
M02000,61.06,2.8,89.95,3233,6.4,385.26,2944,55.94,6,53,No,Normal
M02001,61.9,6.61,65.99,3276,7.44,460.33,6868,49.48,4,47,No,Normal
M02002,68.27,1.12,83.22,1752,10.5,384.18,8304,70,2,78,No,Normal
M02003,60.49,3.91,101.15,2360,7.93,382.13,2032,59.95,0,159,No,Normal
M02004,66.3,4.43,85.96,1911,8.56,433.75,5998,71.01,4,139,Yes,Normal
M02005,47.28,4.53,98.15,2923,8.32,439.17,3365,44.87,1,91,No,Normal
M02006,72.56,4.82,76.71,1940,6.45,368.34,11790,74.87,2,102,No,Normal
M02007,70.01,5.6,73.66,1512,8.11,421.97,5050,96.78,2,111,No,Normal
M02008,60.19,4.44,96.88,2646,7.45,399.64,9827,72.91,3,47,No,Normal
M02009,77.91,3.84,90.17,1364,6.91,424.26,10757,86.92,6,61,Yes,Normal
M02010,81.25,3.77,68.4,2968,6.07,406.53,7974,63.1,4,89,No,Fault
M02011,50.71,3.4,73.79,1983,8.27,376.76,3894,62.37,1,250,No,Normal
M02012,60.85,5.92,106.9,2254,9.92,401.52,3836,79.81,3,121,No,Normal
M02013,60.77,3.34,72.06,1318,11.08,432.52,5087,64,1,52,Yes,Normal
M02014,58.72,6.02,98.08,3873,5.29,469.42,7239,87.09,2,171,No,Fault
M02015,79.95,4.53,78.31,1849,12.19,425.92,6829,65.96,6,142,Yes,Normal
M02016,67.67,3.56,84.96,2563,9.17,404.05,10481,71.93,2,120,No,Fault
M02017,66.83,5.61,89.12,1635,5.91,381.97,4539,59.06,3,88,No,Normal
M02018,45.95,3.19,55.59,2257,7.57,410.56,4934,44.79,4,90,No,Normal
M02019,77.63,5.65,64.52,3939,4.18,404.4,3886,65.67,3,90,No,Normal
M02020,55.13,4.88,86.21,2993,4.77,423.56,3695,63.66,2,45,No,Normal
M02021,70.72,3.43,74.86,2330,12.46,413.33,4936,58.17,4,55,No,Normal
M02022,73.33,5.45,98.95,2778,6.89,428.43,5995,76.63,5,83,No,Normal
M02023,86.33,5.48,62.51,2436,9.73,404.93,6726,87.68,2,139,Yes,Normal
M02024,54.29,6.58,92.91,2740,8.24,462.86,9801,89.58,0,124,No,Fault
M02025,35,6.24,65.73,3284,8.54,431.35,10778,65.63,4,61,No,Fault
M02026,72.21,5.38,80.07,2585,9.35,395.21,9902,57.68,2,104,No,Normal
M02027,91.61,2.47,70.1,2943,3.71,443.03,12000,53.1,3,165,No,Normal
M02028,84.87,8.91,111.63,2954,11.53,382.63,5079,100,2,91,No,Fault
M02029,72.52,1.97,66.25,2588,8.27,391.07,3144,91.26,4,61,No,Normal
M02030,64.1,6.21,83.29,2322,7.34,392.57,7504,68.88,2,40,Yes,Normal
M02031,79.69,5.28,60.82,2459,9.58,452.19,4934,31.54,2,181,No,Normal
M02032,58.32,2.39,107.39,3254,6.84,409.99,7809,65.7,1,65,No,Normal
M02033,75.72,4.28,90.62,3309,8.98,397.4,3036,83.94,3,43,Yes,Fault
M02034,76.07,4.36,86.92,2060,8.12,419.59,3162,55.06,0,67,Yes,Normal
M02035,82.72,6.85,105.64,2630,10.14,430.18,8815,47.55,3,143,Yes,Fault
M02036,103.12,3.22,87.06,2311,8.01,459.5,10499,80.06,0,117,No,Normal
M02037,74.71,4.03,88.07,3320,6.13,373.08,4092,68.48,4,93,No,Normal
M02038,63.89,0.5,86.84,2494,9.33,450.37,7162,68.79,5,112,No,Normal
M02039,69.69,7.62,92.89,4231,7.88,357.11,3522,68.39,2,86,Yes,Fault
M02040,48.77,2.57,78.11,2942,4.31,440.38,9611,44.58,1,193,Yes,Fault
M02041,61.66,5.09,82,3568,8.95,447.57,6551,55.46,3,119,No,Normal
M02042,65.09,4.32,96.34,2141,7.26,449.02,6590,67.13,3,96,No,Normal
M02043,63.71,4.32,88.88,2808,9.3,430.93,6911,44.84,0,5,No,Fault
M02044,71.83,5.96,83.4,3201,6.53,385.18,8237,51.46,2,61,Yes,Fault
M02045,60.13,7.51,65.39,2128,5.73,435.92,2846,94.97,3,84,No,Normal
M02046,83.45,4.95,105.97,2813,11.21,385.11,3873,72.26,2,66,No,Fault
M02047,70,5.68,75.74,3484,10.44,388.72,3173,72.16,2,135,No,Normal
M02048,69.89,5.09,98.82,2587,8.48,402.22,2328,80.9,2,54,No,Normal
M02049,66.07,6.33,87.46,2246,9.51,404.75,9253,78.96,1,109,Yes,Normal
M02050,71.86,3.67,66.89,3972,10.36,421.74,1396,70.84,2,38,No,Normal
M02051,79.9,6.44,102.53,2038,8.48,395.53,9469,54.81,7,217,No,Fault
M02052,59.59,6.5,88.56,2901,5.72,424.23,5749,50.17,2,326,No,Fault
M02053,62.1,6.45,103.69,2340,9.19,376.58,3269,74.37,3,29,Yes,Normal
M02054,66.36,3.31,82.45,2191,10.81,416.09,3353,95.23,4,205,No,Normal
M02055,53.85,4.2,94.86,3282,9.86,407.37,7634,25.46,2,102,No,Normal
M02056,60.17,4.93,60.32,2666,8.64,443.39,4490,82.63,1,177,No,Normal
M02057,64.29,2.03,78,3064,9.8,446.21,3576,45.42,3,87,No,Normal
M02058,80.49,7.37,67.18,1334,7.99,410.24,7668,75.31,0,210,No,Normal
M02059,73.15,4.48,79.75,3127,10.9,360.13,1991,63.84,2,98,No,Normal
M02060,72.32,5.01,91.61,2332,11.6,373.72,5872,60.43,2,33,No,Fault
M02061,80.21,3.46,76.54,1579,5.52,446.46,5849,69.51,2,304,No,Normal
M02062,68.35,2.11,97.09,4025,11.07,410.99,7797,77.69,4,144,No,Fault
M02063,74.69,3.41,73.01,3191,13.65,463.98,10829,88.66,9,114,No,Fault
M02064,68.76,4.89,97.39,2948,9.71,440.11,5762,55.51,2,153,No,Normal
M02065,73.18,5.71,103.34,3612,10.76,422.14,4135,76.98,0,151,No,Fault
M02066,63.01,4.79,99.19,2961,7.01,418.6,4218,73.59,5,5,Yes,Normal
M02067,40.73,5.12,80.18,2281,7.34,382.83,7615,75.37,5,221,No,Normal
M02068,68.39,3.89,55.24,2686,8.02,397.32,6243,66.14,2,99,No,Normal
M02069,87.07,5.39,93.15,2359,7.57,426.66,5751,77.31,4,85,No,Normal
M02070,81.11,7.17,83.25,2475,5.48,405.34,9165,100,4,194,No,Fault
M02071,81.58,5.77,71.3,1982,8.1,428.11,3374,71.1,4,120,Yes,Normal
M02072,84.83,5.96,77.21,2169,10.42,443.82,4255,65.02,1,140,No,Normal
M02073,71.06,5.03,105.08,3381,5.51,409.97,6643,63.93,3,38,No,Normal
M02074,72.37,1.79,69.08,3016,8.91,402.92,6050,71.88,6,56,No,Normal
M02075,62.59,2.62,91.56,2473,8.84,389.9,4973,66.15,3,116,No,Normal
M02076,66.21,5.32,88.05,2132,7.81,438.38,4822,97.64,3,24,No,Normal
M02077,77.39,4.48,80,2536,9.64,436.1,8627,47.13,3,213,Yes,Fault
M02078,84.45,5.29,94.02,1705,9.43,476.24,12000,92.73,3,51,Yes,Fault
M02079,68.33,7.52,107.85,2882,7.64,419.95,1581,60.23,2,85,Yes,Normal
M02080,64.6,5.81,80.86,3415,10.94,412.29,3049,66.71,3,58,No,Fault
M02081,70.01,6.77,81.6,4339,9.79,428.09,3240,79.16,2,154,No,Fault
M02082,77.21,4.67,93.71,2083,12.12,406.94,890,58.39,2,51,No,Normal
M02083,52.67,3.05,97.86,3387,8.35,390.21,6851,56.94,3,39,Yes,Normal
M02084,42.45,4.4,83.21,2340,7.76,417.49,6159,52.47,3,40,No,Normal
M02085,63.39,3.05,80.72,2067,8.02,427.82,8311,54.93,0,82,Yes,Normal
M02086,55.35,7.3,53.95,2066,11.21,429.67,1504,71.14,6,101,No,Normal
M02087,63.9,5.92,74.11,2891,8.16,427.43,12000,100,3,82,Yes,Fault
M02088,68.23,5.44,69.05,2195,8.3,444.79,6301,78.53,4,39,No,Normal
M02089,64.56,6.72,94.58,2406,13.01,429.57,6713,82.71,2,91,No,Fault
M02090,87.43,0.86,81.59,2514,5.41,422.58,6666,47.94,2,70,No,Normal
M02091,73.92,5.56,81.04,2319,9.32,379.56,7631,48.51,9,152,Yes,Normal
M02092,73.61,2.14,84.87,2272,8.36,421.88,2284,82.55,2,192,No,Normal
M02093,77.47,4.49,72.82,1221,7.92,410.22,7009,33.43,3,105,No,Normal
M02094,56.33,3.94,106.75,2857,6.31,383.59,10821,66.69,3,96,Yes,Fault
M02095,82.47,5.69,103.17,2844,6.97,429.02,12000,88.52,1,106,No,Fault
M02096,69.09,4.91,107.65,2282,7.56,429.51,3272,64.45,3,41,Yes,Normal
M02097,78.05,6.92,94.57,3034,9.64,426.91,12000,64.34,1,39,Yes,Fault
M02098,57.14,3.42,84.59,3708,10.46,430.56,6113,81.59,2,116,No,Normal
M02099,51.35,5.78,107.61,2815,4.41,418.47,2379,64.72,4,223,No,Normal
M02100,79.81,4.79,75.47,3665,5.74,408.09,2461,85.87,2,51,Yes,Fault
M02101,74.52,1.56,72.8,4255,9.76,464.56,12000,56.62,3,142,No,Fault
M02102,59.18,2.85,76.58,4445,9.95,419.15,3000,89.61,2,133,Yes,Fault
M02103,59.56,4.23,92.32,2028,5.13,343.81,2530,67.7,3,147,No,Normal
M02104,83.51,6.5,74.33,2031,10.51,347.02,2593,43.89,2,60,No,Normal
M02105,55.73,5.33,82.82,2511,8.47,448.74,5266,72.8,4,86,Yes,Normal
M02106,89.71,2.4,62.57,2884,10.22,363.65,12000,42.63,2,73,No,Fault
M02107,59.19,4.25,91.74,3831,6.54,399.76,1469,68.36,1,44,No,Normal
M02108,77.66,8.13,63.76,3208,5.3,380.96,6659,50.47,3,66,Yes,Normal
M02109,66.06,4.7,71.95,2018,7.79,406.53,5781,36.76,3,166,No,Normal
M02110,77.24,3.91,102.04,2402,7.89,425.81,8545,32.21,0,143,Yes,Normal
M02111,63.47,5.39,101.52,2773,7.76,396.39,5527,82.75,3,86,No,Normal
M02112,68.05,5.87,90.24,1832,7.6,392.16,10220,48.06,3,133,No,Normal
M02113,70.49,3.68,88.86,2809,12.39,435.42,11087,77.24,2,197,No,Fault
M02114,57.97,5.4,77.57,2028,4.59,480,8301,76.33,2,84,Yes,Normal
M02115,78.89,3.91,74.18,1727,6.56,430.13,9998,91.7,1,61,No,Normal
M02116,63.84,5.79,79.93,2184,7.54,389.41,9701,76.27,2,65,No,Normal
M02117,67.26,4.81,63.81,3067,8.56,439.39,2800,29.55,3,165,No,Normal
M02118,58.07,5.37,88.53,3063,10.14,463.84,6216,85.65,3,54,No,Fault
M02119,39.25,3.13,85.68,2863,10.49,444.77,2420,63.48,4,124,No,Normal
M02120,67.71,3.02,71.93,3445,10.98,371.78,7189,94.04,2,85,No,Fault
M02121,98.95,6.2,106.96,3376,9.61,429.8,4804,72.18,3,181,No,Fault
M02122,79.42,4.36,93.5,2933,4.52,402.15,4986,79.92,3,108,No,Fault
M02123,69.77,5.01,94.69,2843,4.67,416.47,8656,83.03,2,82,No,Fault
M02124,66.85,3.95,78.18,2884,11.14,404.52,7749,53.56,1,79,No,Normal
M02125,70.27,6.12,84.98,2704,10.99,435.8,7393,81.15,4,67,No,Fault
M02126,76.57,3.41,93.78,1387,9.96,405.12,3596,75.08,5,145,No,Normal
M02127,55.83,4.26,87.14,3538,6.61,454.7,5994,80.64,2,169,No,Normal
M02128,83.37,5.91,107.43,3058,7.76,414.92,3196,70.82,2,224,Yes,Fault
M02129,78.58,6.61,82.15,2009,7.58,408.74,4462,59.48,5,80,No,Normal
M02130,78.62,3.56,77.94,3728,6.14,431.01,4809,47.22,3,132,No,Normal
M02131,75.26,8.03,93.88,2417,9.1,425,4696,66.96,0,43,No,Fault
M02132,70.24,5.06,67.29,2730,13.46,431.81,8705,82.67,3,46,Yes,Fault
M02133,78.07,2.62,97.94,3465,7.36,411.27,10129,67.07,3,157,Yes,Fault
M02134,77.1,5.16,66.79,2943,11.48,452.37,4348,76.3,2,31,No,Normal
M02135,65.75,3.81,93.94,3668,6.46,442.73,5910,16.29,4,137,No,Normal
M02136,63.12,5.28,75.92,2571,4.97,414.66,5288,87,4,68,No,Normal
M02137,71.22,4.42,91.67,3899,10.77,438.03,2425,81.62,1,73,No,Fault
M02138,88.59,4.63,97.7,2294,8,407.64,5785,74.24,1,154,No,Normal
M02139,55.13,2.86,87.15,3656,11.42,430.97,4080,89.26,1,66,No,Normal
M02140,52.39,6.28,68.21,1328,11.88,438.11,6424,70.67,1,229,No,Normal
M02141,71.98,2.42,72.45,2085,7.86,421.99,7570,86.08,2,70,No,Normal
M02142,70.61,2.5,74.8,2994,11.59,392.04,2644,67.35,3,56,No,Normal
M02143,72.08,5.16,58.47,2540,6.49,381.58,4580,60.52,4,83,No,Normal
M02144,72.93,7.39,100.78,2751,6.45,423.22,11561,72.65,6,67,No,Fault
M02145,67.32,3.87,86.54,2827,10.97,394.73,5531,46.73,4,140,Yes,Normal
M02146,87.88,5.76,69.1,2026,4.94,444.52,6605,88.85,1,114,Yes,Normal
M02147,50.79,6.43,105.38,2075,8.5,372.75,2285,88.82,6,81,No,Normal
M02148,60.06,5.97,75.18,2951,11.37,451.88,10081,100,3,21,No,Fault
M02149,68.76,3.94,88.51,2367,11.53,416.43,4811,66.55,3,85,No,Normal
M02150,50.28,2.54,73.45,3672,7.5,391.08,3454,70.89,0,92,No,Normal
M02151,67.89,0.53,56.74,2675,10.82,402.36,2494,70.79,4,43,No,Normal
M02152,89.94,4.03,65.9,3267,5.92,409.3,9504,61.05,3,139,No,Normal
M02153,70.25,6.62,78.72,3088,6.97,428.52,7350,72.3,5,141,Yes,Fault
M02154,72.77,2.48,97.58,2409,9.03,380.69,11770,73.54,1,123,Yes,Normal
M02155,54.88,5.76,89.85,1513,9.37,388.15,2807,22.47,3,24,No,Normal
M02156,62.6,2.79,86.96,3570,6.09,405.92,3591,50.08,4,126,No,Normal
M02157,65.5,4.69,56.86,2164,12.78,414.14,7449,86.66,3,54,No,Fault
M02158,66.19,5.77,102.78,2538,4.18,435.06,7542,72.98,4,166,No,Normal
M02159,85.38,3.31,88.13,2702,8.62,422.54,4644,35.02,0,132,No,Normal
M02160,76.69,4.81,83.33,2767,8.95,404.09,3188,49.97,2,97,No,Normal
M02161,56.66,3.75,100.85,3425,4.48,421.62,8247,69.19,1,194,Yes,Normal
M02162,72.96,5.77,102.46,2804,11.55,419.63,7612,52.69,2,103,No,Fault
M02163,75.98,4.92,101.16,2717,6.8,407.95,5834,78.13,1,87,Yes,Normal
M02164,83.68,4.6,81.54,3462,8.73,418.26,3632,75.64,4,282,Yes,Normal
M02165,88.97,7.31,70.95,3190,9.25,354.76,3911,77.79,4,39,No,Fault
M02166,57.82,5.69,98.84,2322,5.16,441.14,2259,69.34,2,54,No,Normal
M02167,60.27,3.26,65.89,2054,6.03,430.34,4336,66.89,6,33,No,Normal
M02168,54.91,4.35,112.26,2265,12.09,456.94,6258,99.14,1,101,No,Fault
M02169,67.19,4.36,85.39,2768,8.35,392.29,11827,51.81,1,105,Yes,Normal
M02170,75.6,4.64,70.15,1990,2.3,431,7356,16.72,4,116,Yes,Normal
M02171,81.85,9.04,67.75,2859,7.81,361.66,6219,36.72,1,54,No,Normal
M02172,69.09,5.17,67.11,2716,8.42,365.56,5302,52.8,3,64,No,Normal
M02173,66.16,0.84,86.97,1147,9,408.37,1832,100,4,129,Yes,Normal
M02174,71.82,3.52,84.91,1886,3.9,398.8,6922,84.33,2,102,Yes,Normal
M02175,59.98,1.02,67.7,1000,8.43,444.33,7324,46.41,1,70,No,Normal
M02176,95.07,3.91,80.01,2576,6.58,447.99,2302,51.52,3,51,Yes,Normal
M02177,50.71,0.92,65.85,3498,9.01,450.94,8576,75.33,5,279,No,Normal
M02178,72.22,2.93,93.25,1571,9.66,431.74,8343,64.55,2,139,No,Normal
M02179,94.28,1.76,84.24,1941,9.42,432.95,7405,45.86,0,109,No,Normal
M02180,70.08,5.19,79.7,2694,11.73,379.11,3113,45.27,1,129,No,Normal
M02181,67.72,4.5,66.97,2109,13.54,454.19,4399,52.13,2,69,No,Normal
M02182,65.71,5.05,80.8,2105,5.89,450.05,4752,48.4,0,66,No,Normal
M02183,67.84,4.31,79.19,3152,7.62,376.36,8520,52.78,0,54,Yes,Normal
M02184,86.47,1.99,89.45,2478,10.21,428.11,1563,70.62,6,43,Yes,Normal
M02185,43.46,5.42,87.34,1834,8.21,399.69,6234,71.16,4,133,No,Normal
M02186,88.4,7.96,96.09,1443,2.24,466.79,3201,31.66,5,127,No,Normal
M02187,52.91,5.24,78.22,4235,8.06,387.7,11117,66.85,2,53,Yes,Fault
M02188,66.8,3.73,58.95,3533,11.34,417.59,12000,55.69,3,31,No,Fault
M02189,64.85,1.93,98.88,2506,5.29,420.21,3246,73.88,4,133,No,Normal
M02190,77.06,2.87,71.9,2857,9.01,413.51,3643,84.61,4,16,No,Normal
M02191,50.82,5.32,69.5,2482,4.11,475.15,6306,77.92,3,124,No,Normal
M02192,75.55,6.43,84.4,3132,10.5,462.35,11951,45.21,4,55,No,Fault
M02193,94.29,4.97,89.23,2245,9.06,369.15,4978,70.5,3,98,No,Fault
M02194,53.64,5.94,77.57,2447,7.19,428.64,8839,86.27,5,202,No,Fault
M02195,72.28,5.77,77.46,3096,7.54,414.68,3321,58.77,4,40,No,Normal
M02196,62.06,5.41,79.53,3745,5.05,438.36,11141,15.21,4,120,No,Normal
M02197,75.11,3.31,104.83,3282,10.82,420.96,7176,81.6,0,115,Yes,Fault
M02198,70.23,4.81,84.96,3602,6.66,392.25,4107,45.72,2,181,Yes,Normal
M02199,62.3,2.97,71.45,2597,9.65,385.95,3484,92.39,3,81,No,Normal
M02200,75.85,4.53,71.59,2395,6.29,403.75,4431,61.37,3,153,No,Normal
M02201,91.65,5.1,81.49,1540,13.56,411.62,9835,86.41,4,39,No,Fault
M02202,67.71,7.52,88.33,2847,12.09,420.43,6434,49.8,2,21,No,Normal
M02203,78.64,2.14,91.78,3046,13.27,399.02,3504,61.79,2,81,No,Normal
M02204,54.48,5.37,86.74,2605,13.54,462.77,4540,76.43,4,220,Yes,Fault
M02205,58.52,7.17,73.21,2295,7.04,429.99,6526,89.64,3,136,Yes,Normal
M02206,75.67,5.87,79.06,3608,6.47,439.47,2052,75.71,2,159,No,Fault
M02207,87.81,6,95.27,3211,13.16,411.12,6250,73.39,2,177,Yes,Fault
M02208,74.27,5.56,68.95,3653,8.18,385.95,3938,74.13,1,46,No,Normal
M02209,66.24,6.84,78.48,2180,10.42,439.73,2614,46.4,4,71,Yes,Fault
